Station ID,Sample Date (mm/dd/yyyy),Plot Size (m2),Total Plot Aboveground Live Biomass (g/m2),Total Plot Aboveground Dead Biomass (g/m2),Scientific Name As Originally Observed,Common Name As Originally Observed,Scientific Name as Currently Recognized,Common Name as Currently Recognized,Live stems (N),Average Live Stem Height (cm),Standard Error Live Stem Height (cm),Average Live Stem Diameter (mm),Standard Error Live Stem Diameter (mm),Aboveground Live Biomass (g/m2),Total Carbon (mg/g),Total Nitrogen (mg/g),Total Phosphorus (mg/kg),Organization,Personnel,Comments,Latitude,Longitude
CRMS0562-BAG01,6/10/2020,0.25,1637.57,32.06,Typha L.,cattail,Typha L.,cattail,16,137.5,13.8,22.2,1.8,268.52,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.96555882,-92.76111387
CRMS0562-BAG01,6/10/2020,0.25,1637.57,32.06,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,316,94.8,7.4,2.8,0.2,1365.48,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.96555882,-92.76111387
CRMS0562-BAG02,6/10/2020,0.25,508.67,839.88,Typha L.,cattail,Typha L.,cattail,2,150.0,14.0,37.5,1.5,306.32,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.96554982,-92.76112425
CRMS0562-BAG02,6/10/2020,0.25,508.67,839.88,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,15,126.0,15.9,2.6,0.2,185.70,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.96554982,-92.76112425
CRMS0562-BAG03,6/10/2020,0.25,1771.77,658.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,245,136.4,14.4,2.4,0.2,1297.48,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.96554081,-92.76113464
CRMS0562-BAG03,6/10/2020,0.25,1771.77,658.60,Typha L.,cattail,Typha L.,cattail,16,160.2,13.8,20.0,1.5,415.12,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.96554081,-92.76113464
CRMS0574-BAG01,6/11/2020,0.25,575.29,84.80,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,40,107.0,16.1,14.5,3.3,321.80,,,,U.S. GEOL SURVEY (USGS),C.Stagg,,29.79587632,-92.63493118
CRMS0574-BAG01,6/11/2020,0.25,575.29,84.80,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,15,99.1,1.3,30.5,1.4,235.32,,,,U.S. GEOL SURVEY (USGS),C.Stagg,,29.79587632,-92.63493118
CRMS0574-BAG02,6/11/2020,0.25,507.31,146.22,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,2,100.5,1.5,20.5,2.5,441.76,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.79586732,-92.63494156
CRMS0574-BAG02,6/11/2020,0.25,507.31,146.22,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,Zizaniopsis miliacea (Michx.) Döll & Asch.,giant cutgrass,1,136.0,0.0,7.0,0.0,28.42,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.79586732,-92.63494156
CRMS0574-BAG03,6/11/2020,0.25,864.41,116.38,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,6,121.0,6.1,27.6,2.7,527.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Typha was not in good shape, unable to properly measure ",29.79585833,-92.63495194
CRMS0574-BAG03,6/11/2020,0.25,864.41,116.38,Typha L.,cattail,Typha L.,cattail,,,,,,22.34,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Typha was not in good shape, unable to properly measure ",29.79585833,-92.63495194
CRMS0580-BAG01,7/8/2020,0.25,5159.05,121.96,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,381,113.6,3.9,2.6,0.2,2573.08,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60679574,-92.32259455
CRMS0580-BAG01,7/8/2020,0.25,5159.05,121.96,Typha L.,cattail,Typha L.,cattail,1,240.0,0.0,57.0,0.0,305.30,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60679574,-92.32259455
CRMS0580-BAG02,7/8/2020,0.25,1863.49,3373.99,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,146,132.0,4.7,2.8,0.2,1316.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60678666,-92.32258428
CRMS0580-BAG02,7/8/2020,0.25,1863.49,3373.99,Typha L.,cattail,Typha L.,cattail,2,228.0,16.0,44.0,3.0,443.08,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60678666,-92.32258428
CRMS0580-BAG03,7/8/2020,0.25,2037.71,727.52,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,209,140.2,13.0,3.2,0.2,997.76,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60677748,-92.32255336
CRMS0580-BAG03,7/8/2020,0.25,2037.71,727.52,Typha L.,cattail,Typha L.,cattail,2,210.5,20.5,63.0,1.0,604.16,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60677748,-92.32255336
CRMS0588-BAG01,6/16/2020,0.25,645.01,1642.64,Typha L.,cattail,Typha L.,cattail,2,145.8,42.3,28.5,3.1,209.52,,,,U.S. GEOL SURVEY (USGS),T Lewis; C. Laurenzano,,29.77341812,-92.82165415
CRMS0588-BAG01,6/16/2020,0.25,645.01,1642.64,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,87,86.1,2.7,2.4,0.2,408.40,,,,U.S. GEOL SURVEY (USGS),T Lewis; C. Laurenzano,,29.77341812,-92.82165415
CRMS0588-BAG01,7/8/2020,0.25,645.01,1642.64,Typha L.,cattail,Typha L.,cattail,2,145.8,42.3,28.5,3.1,209.52,,,,U.S. GEOL SURVEY (USGS),T Lewis; C. Laurenzano,,29.77341812,-92.82165415
CRMS0588-BAG01,7/8/2020,0.25,645.01,1642.64,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,87,86.1,2.7,2.4,0.2,408.40,,,,U.S. GEOL SURVEY (USGS),T Lewis; C. Laurenzano,,29.77341812,-92.82165415
CRMS0588-BAG02,6/16/2020,0.25,1335.94,653.84,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,26,141.4,9.3,2.6,0.4,291.62,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.77342713,-92.82164379
CRMS0588-BAG02,6/16/2020,0.25,1335.94,653.84,Typha L.,cattail,Typha L.,cattail,4,208.6,17.4,38.0,5.4,1044.32,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.77342713,-92.82164379
CRMS0588-BAG03,6/16/2020,0.25,880.73,467.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,46,114.7,4.2,2.6,0.2,326.46,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.77343614,-92.82163343
CRMS0588-BAG03,6/16/2020,0.25,880.73,467.60,Typha L.,cattail,Typha L.,cattail,2,172.0,30.0,30.0,2.0,428.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.77343614,-92.82163343
CRMS0588-BAG03,6/16/2020,0.25,880.73,467.60,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,1,171.1,0.0,25.0,0.0,112.02,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.77343614,-92.82163343
CRMS0595-BAG01,6/11/2020,0.25,764.39,685.36,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,32,98.6,2.5,25.2,0.9,387.96,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.85374074,-92.63736085
CRMS0595-BAG02,6/11/2020,0.25,1118.31,943.68,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,2,117.0,14.0,33.5,6.5,202.32,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.85374973,-92.63735046
CRMS0595-BAG03,6/11/2020,0.25,785.29,621.52,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,131.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,"no measureable Sagittaria lancifolia, all stems too mushy to measure ",29.85375873,-92.63734008
CRMS0595-BAG03,6/11/2020,0.25,785.29,621.52,Panicum hemitomon Schult.,maidencane,Panicum hemitomon Schult.,maidencane,31,97.6,4.1,3.2,0.2,360.88,,,,U.S. GEOL SURVEY (USGS),T Lewis,"no measureable Sagittaria lancifolia, all stems too mushy to measure ",29.85375873,-92.63734008
CRMS0600-BAG01,7/9/2020,0.25,627.58,1254.56,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,,,,,,485.96,,,,U.S. GEOL SURVEY (USGS),T Lewis,no measureable Spartina patens - all stems were broken,29.57929686,-92.53949531
CRMS0600-BAG02,7/9/2020,0.25,233.82,1586.55,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,46,67.1,5.2,2.6,0.4,47.78,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.57930585,-92.53948494
CRMS0600-BAG03,7/9/2020,0.25,330.75,1620.00,Distichlis spicata (L.) Greene,Seashore Saltgrass,Distichlis spicata (L.) Greene,Seashore Saltgrass,37,75.7,2.2,2.2,0.2,202.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.57931484,-92.53947458
CRMS0600-BAG03,7/9/2020,0.25,330.75,1620.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,20,92.1,25.1,2.6,0.2,56.26,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.57931484,-92.53947458
CRMS0609-BAG01,8/13/2020,0.25,1819.73,1118.24,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,169,85.4,11.2,2.0,0.1,895.88,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63829964,-92.60590278
CRMS0609-BAG01,8/13/2020,0.25,1819.73,1118.24,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,24,96.9,13.2,10.1,0.8,838.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63829964,-92.60590278
CRMS0609-BAG02,8/13/2020,0.25,600.00,654.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,232,67.8,5.6,2.2,0.3,600.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63829064,-92.60591315
CRMS0609-BAG03,8/13/2020,0.25,1450.39,1731.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,292,99.6,12.8,2.2,0.2,1107.20,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63828165,-92.60592351
CRMS0609-BAG03,8/13/2020,0.25,1450.39,1731.60,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,10,106.8,8.6,10.2,0.7,343.20,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63828165,-92.60592351
CRMS0610-BAG01,8/13/2020,0.25,1262.39,404.80,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,205,122.4,5.6,10.7,0.8,856.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60819804,-92.63640449
CRMS0610-BAG01,8/13/2020,0.25,1262.39,404.80,Distichlis spicata (L.) Greene,Seashore Saltgrass,Distichlis spicata (L.) Greene,Seashore Saltgrass,21,51.4,2.8,1.4,0.2,406.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60819804,-92.63640449
CRMS0610-BAG02,8/13/2020,0.25,1178.39,511.50,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,21,104.2,5.6,9.0,1.1,515.60,,,,U.S. GEOL SURVEY (USGS),C.Laurenzo,,29.60818904,-92.63641485
CRMS0610-BAG03,8/13/2020,0.25,417.54,904.40,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,18,97.1,7.8,9.0,1.4,372.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.60818004,-92.63642521
CRMS0615-BAG01,9/16/2020,0.25,698.80,1698.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,151,83.6,3.2,1.5,0.1,698.80,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.68038999,-92.82253172
CRMS0615-BAG02,9/16/2020,0.25,2286.40,577.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,791,72.8,7.2,1.9,0.3,2286.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.68036294,-92.82255244
CRMS0615-BAG03,9/16/2020,0.25,2045.60,1018.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,600,74.3,3.4,2.3,0.3,2045.60,,,,U.S. GEOL SURVEY (USGS),T Lewis,no other live ,29.68035401,-92.82262480
CRMS0618-BAG01,8/11/2020,0.25,1455.19,743.60,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,331,79.5,9.2,2.6,0.2,942.80,,,,U.S. GEOL SURVEY (USGS),C.Laurenzo,,29.73739689,-92.23399785
CRMS0618-BAG02,8/11/2020,0.25,1391.34,1164.76,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,251,102.5,8.6,3.2,0.3,1370.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.73740585,-92.23398744
CRMS0618-BAG03,8/11/2020,0.25,585.59,735.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,330,70.0,7.3,2.0,0.3,474.80,,,,U.S. GEOL SURVEY (USGS),C.Laurenzo,,29.73741482,-92.23397704
CRMS0619-BAG01,6/23/2020,0.25,574.35,870.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,45,123.4,8.9,3.0,0.3,413.32,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.68653872,-92.26180399
CRMS0619-BAG01,6/23/2020,0.25,574.35,870.44,Typha L.,cattail,Typha L.,cattail,2,91.5,81.6,16.0,13.0,95.98,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.68653872,-92.26180399
CRMS0619-BAG02,6/23/2020,0.25,304.06,211.72,Typha L.,cattail,Typha L.,cattail,8,123.8,9.8,17.6,2.2,269.88,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.68654769,-92.26179359
CRMS0619-BAG03,6/23/2020,0.25,889.59,1132.68,Typha L.,cattail,Typha L.,cattail,,,,,,43.34,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Typha was not in good shape, unable to properly measure",29.68655665,-92.26178319
CRMS0619-BAG03,6/23/2020,0.25,889.59,1132.68,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,52,120.3,8.0,3.8,0.4,420.02,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Typha was not in good shape, unable to properly measure",29.68655665,-92.26178319
CRMS0626-BAG01,8/6/2020,0.25,800.44,1565.60,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,4,253.5,41.4,15.7,1.9,800.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.69320420,-92.60479976
CRMS0626-BAG02,8/6/2020,0.25,1518.02,1113.60,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,,,,,1508.88,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Phragmites australis is too broken, unable to tell which parts go together, stems not measured",29.69321319,-92.60478939
CRMS0626-BAG03,8/6/2020,0.25,626.80,1680.80,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,3,321.7,12.1,18.3,1.0,626.80,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.69322219,-92.60477901
CRMS0635-BAG01,6/17/2020,0.25,865.30,1305.32,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,105,120.4,11.3,2.2,0.2,780.64,,,,U.S. GEOL SURVEY (USGS),T Lewis,no other live species; only 1 Typha L. stem found in sample,29.91539898,-93.48066941
CRMS0635-BAG01,6/17/2020,0.25,865.30,1305.32,Typha L.,cattail,Typha L.,cattail,1,144.0,0.0,32.0,0.0,84.66,,,,U.S. GEOL SURVEY (USGS),T Lewis,no other live species; only 1 Typha L. stem found in sample,29.91539898,-93.48066941
CRMS0635-BAG02,6/17/2020,0.25,252.00,1580.28,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,27,111.4,9.9,2.6,0.4,182.38,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.91540804,-93.48065910
CRMS0635-BAG03,6/17/2020,0.25,2040.48,1637.56,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,204,136.8,17.2,2.4,0.2,2040.48,,,,U.S. GEOL SURVEY (USGS),T Lewis,no other live species ,29.91541710,-93.48064878
CRMS0644-BAG01,8/10/2020,0.25,784.71,425.20,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,70.8,4.4,6.0,0.6,549.20,,,,U.S. GEOL SURVEY (USGS),T Lewis; C Laurenzano,,29.82990182,-93.29159952
CRMS0644-BAG01,8/10/2020,0.25,784.71,425.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,16,65.5,4.3,2.2,0.2,17.74,,,,U.S. GEOL SURVEY (USGS),T Lewis; C Laurenzano,,29.82990182,-93.29159952
CRMS0644-BAG02,8/10/2020,0.25,1255.77,238.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,2,52.5,1.5,1.5,0.2,12.98,,,,U.S. GEOL SURVEY (USGS),T Lewis,only 2 Spartina patens found in sample,29.82991087,-93.29158920
CRMS0644-BAG02,8/10/2020,0.25,1255.77,238.80,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,83,78.0,7.4,6.9,0.6,1006.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,only 2 Spartina patens found in sample,29.82991087,-93.29158920
CRMS0644-BAG03,8/10/2020,0.25,1841.33,1167.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,5,77.8,3.7,1.6,0.1,97.30,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.82991992,-93.29157887
CRMS0644-BAG03,8/10/2020,0.25,1841.33,1167.20,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,28,119.3,4.0,7.6,1.1,1058.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.82991992,-93.29157887
CRMS1277-BAG01,7/7/2020,0.25,113.86,384.88,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,113.86,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria lancifolia too mushy to count ,29.82458675,-92.47952510
CRMS1277-BAG02,7/7/2020,0.25,197.78,0.00,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,0.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,"Sagittaria lancifolia dead, no live stems present",29.82455964,-92.47951489
CRMS1277-BAG03,7/7/2020,0.25,355.58,195.00,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,,,,,,99.66,,,,U.S. GEOL SURVEY (USGS),T Lewis,Sagittaria lancifolia too mushy to count ,29.82459574,-92.47951470
CRMS1413-BAG01,6/22/2020,0.25,608.49,223.36,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,48,82.7,6.4,17.5,2.8,404.84,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.89709695,-93.01089624
CRMS1413-BAG01,6/22/2020,0.25,608.49,223.36,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,5,59.4,9.2,1.6,0.2,6.18,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.89709695,-93.01089624
CRMS1413-BAG02,6/22/2020,0.25,569.37,109.42,Sagittaria lancifolia L.,Bulltongue,Sagittaria lancifolia L.,Bulltongue,16,93.6,5.7,17.1,1.8,257.92,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.89710598,-93.01088589
CRMS1413-BAG02,6/22/2020,0.25,569.37,109.42,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,12,76.1,6.0,1.9,0.2,22.78,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.89710598,-93.01088589
CRMS1413-BAG03,6/22/2020,0.25,554.58,123.22,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,25,65.6,13.4,2.1,0.2,46.98,,,,U.S. GEOL SURVEY (USGS),A. Leede,,29.89711500,-93.01087553
CRMS1738-BAG01,8/10/2020,0.25,423.70,640.44,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,230,90.8,1.8,2.2,0.2,423.70,,,,U.S. GEOL SURVEY (USGS),C.Laurenzo,no other live biomass ,29.85450024,-93.32020433
CRMS1738-BAG02,8/10/2020,0.25,708.02,988.40,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,235,91.1,4.7,2.5,0.2,680.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.85450929,-93.32019400
CRMS1738-BAG03,8/10/2020,0.25,816.00,822.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,267,82.4,3.1,1.9,0.2,816.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.85451834,-93.32018368
CRMS1965-BAG01,7/9/2020,0.25,1435.44,1876.48,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,326,85.0,2.7,2.2,0.2,1435.44,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63509941,-92.47879771
CRMS1965-BAG02,7/9/2020,0.25,1148.22,1382.12,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,332,72.8,4.2,1.5,0.1,1106.68,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63509042,-92.47880809
CRMS1965-BAG03,7/9/2020,0.25,963.15,599.76,Typha L.,cattail,Typha L.,cattail,1,245.0,0.0,6.3,0.0,138.00,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63508144,-92.47881846
CRMS1965-BAG03,7/9/2020,0.25,963.15,599.76,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,124,80.7,10.6,2.1,0.2,825.16,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.63508144,-92.47881846
CRMS2334-BAG01,6/17/2020,0.25,144.24,8.02,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,26,47.4,3.2,0.3,0.1,144.24,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.88262602,-93.51307125
CRMS2334-BAG02,6/17/2020,0.25,318.04,1653.20,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,49,100.8,5.8,3.0,0.3,318.04,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.88263508,-93.51306094
CRMS2334-BAG03,6/17/2020,0.25,566.76,1668.88,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,69,131.0,23.3,3.2,0.2,566.76,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.88264415,-93.51305063
CRMS2418-BAG01,8/10/2020,0.25,1950.66,732.00,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,551,94.4,7.7,1.8,0.3,1783.20,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.87140425,-93.16879658
CRMS2418-BAG02,8/10/2020,0.25,1884.09,376.80,Typha L.,cattail,Typha L.,cattail,2,89.5,16.5,18.0,1.3,123.20,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.87139521,-93.16880692
CRMS2418-BAG02,8/10/2020,0.25,1884.09,376.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,369,103.3,4.3,2.3,0.2,1710.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.87139521,-93.16880692
CRMS2418-BAG03,8/10/2020,0.25,1993.19,1118.80,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,211,105.8,12.2,1.4,0.1,1162.40,,,,U.S. GEOL SURVEY (USGS),T Lewis,,29.87138604,-93.16892081
CRMS2614-BAG01,8/31/2017,0.25,1388.20,737.36,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,21,149.8,23.8,6.8,0.9,444.80,446.82,33.22,2156.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15700778,-89.66405545
CRMS2614-BAG01,8/31/2017,0.25,1388.20,737.36,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,5,100.7,30.1,6.4,0.9,98.88,454.12,14.45,1573.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15700778,-89.66405545
CRMS2614-BAG01,8/31/2017,0.25,1388.20,737.36,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,Spartina patens (Aiton) Muhl.,Marshhay Cordgrass,42,113.1,15.2,3.8,0.4,305.32,449.87,10.81,1485.00,U.S. GEOL SURVEY (USGS),"Hamm, K",,30.15700778,-89.66405545
