Station ID,Group,Sample Date (mm/dd/yyyy),Sample Depth (cm),Wet Soil pH (pH units),Dry Soil pH (pH units),Soil Specific Conductance (uS/cm),Soil Salinity (ppt),Soil Moisture Content (%),Bulk Density (g/cm3),Organic Matter (%),Wet Volume (cm3),Dry Volume (cm3),Biomass Target Flora Species,Belowground Live Biomass (g/m2),Belowground Dead Biomass (g/m2),Organic Density (g/cm3),Total Carbon (g/kg),Carbon Density (mg/cm3),Total Nitrogen (g/kg),Total Phosphorus (mg/kg),Sand (%),Silt (%),Clay (%),Particle Size Mean (phi),Particle Size Median (phi),Particle Size Standard Deviation (phi),Radiometric Dating Method and Units,Isotope Concentration,Organization,Personnel,Comments,Latitude,Longitude
CRMS4218-S05,,5/9/2018,16 to 20,,,,,86,0.11,51.11,324.29,109.43,,,,0.0562,239.68,26.365,12.12,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56313113,-90.16452325
CRMS4218-S05,,5/9/2018,20 to 24,,,,,87.58,0.1,48.96,324.29,95.46,,,,0.049,255.17,25.517,12.24,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56313113,-90.16452325
CRMS4218-S06,,5/9/2018,0 to 4,,,,,83.72,0.11,43.87,324.29,145.87,,,,0.0483,195.19,21.471,12.77,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56302649,-90.16469125
CRMS4218-S06,,5/9/2018,4 to 8,,,,,82.28,0.15,31.65,324.29,93.51,,,,0.0475,144.8,21.72,9.54,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56302649,-90.16469125
CRMS4218-S06,,5/9/2018,8 to 12,,,,,79.48,0.2,33.48,324.29,67.46,,,,0.067,150.68,30.136,8.5,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56302649,-90.16469125
CRMS4218-S06,,5/9/2018,12 to 16,,,,,76.49,0.23,21.71,324.29,78.67,,,,0.0499,74.75,17.193,4.8,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56302649,-90.16469125
CRMS4218-S06,,5/9/2018,16 to 20,,,,,83.22,0.16,35.65,324.29,65.65,,,,0.057,168.72,26.995,9.2,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56302649,-90.16469125
CRMS4218-S06,,5/9/2018,20 to 24,,,,,83.23,0.17,39.22,324.29,56.6,,,,0.0667,164.71,28.001,9.12,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; M. Nieder,Spartina patens is dominant species. Marsh not flooded.,29.56302649,-90.16469125
CRMS4245-S01,,6/6/2008,0 to 4,5.81,5.57,439,0.2,75.7,0.22,28.35,324.29,75.92,,,,0.0624,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67218259,-90.13506839
CRMS4245-S01,,6/6/2008,4 to 8,5.68,5.63,576,0.3,80.67,0.19,37.01,324.29,59.28,,,,0.0703,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67218259,-90.13506839
CRMS4245-S01,,6/6/2008,8 to 12,5.88,5.77,519,0.25,86.25,0.15,44.17,324.29,66.61,,,,0.0663,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67218259,-90.13506839
CRMS4245-S01,,6/6/2008,12 to 16,5.99,5.53,625,0.3,84.61,0.15,46.36,324.29,70.58,,,,0.0695,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67218259,-90.13506839
CRMS4245-S01,,6/6/2008,16 to 20,5.9,5.44,861,0.4,78.66,0.2,32.39,324.29,89.63,,,,0.0648,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67218259,-90.13506839
CRMS4245-S01,,6/6/2008,20 to 24,6.02,5.42,897,0.4,77.71,0.22,36.6,324.29,82.53,,,,0.0805,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67218259,-90.13506839
CRMS4245-S02,,6/6/2008,0 to 4,5.87,5.7,488,0.2,89.19,0.09,41.96,324.29,59.86,,,,0.0378,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67197274,-90.13537386
CRMS4245-S02,,6/6/2008,4 to 8,6.13,5.74,660,0.3,86.42,0.1,39.79,324.29,35.03,,,,0.0398,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67197274,-90.13537386
CRMS4245-S02,,6/6/2008,8 to 12,6.11,5.67,821,0.4,78,0.18,35.16,324.29,57.47,,,,0.0633,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67197274,-90.13537386
CRMS4245-S02,,6/6/2008,12 to 16,6.2,5.72,988,0.5,80.14,0.16,27.13,324.29,60.01,,,,0.0434,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67197274,-90.13537386
CRMS4245-S02,,6/6/2008,16 to 20,6.41,5.94,1001,0.5,74.06,0.21,27.2,324.29,74.56,,,,0.0571,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67197274,-90.13537386
CRMS4245-S02,,6/6/2008,20 to 24,6.39,5.82,1089,0.55,78.89,0.2,27.96,324.29,76.05,,,,0.0559,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67197274,-90.13537386
CRMS4245-S03,,6/6/2008,0 to 4,6.12,6.01,443,0.2,80.69,0.14,35.92,324.29,62.42,,,,0.0503,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67211754,-90.13581385
CRMS4245-S03,,6/6/2008,4 to 8,6.2,5.19,487,0.2,88.93,0.1,51.34,324.29,75.76,,,,0.0513,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67211754,-90.13581385
CRMS4245-S03,,6/6/2008,8 to 12,5.85,5.35,514,0.25,88.62,0.11,53.01,324.29,74.09,,,,0.0583,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67211754,-90.13581385
CRMS4245-S03,,6/6/2008,12 to 16,6.06,4.97,528,0.3,90.39,0.09,37.56,324.29,74.46,,,,0.0338,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67211754,-90.13581385
CRMS4245-S03,,6/6/2008,16 to 20,5.71,5.04,743,0.4,88.59,0.1,47.58,324.29,80.81,,,,0.0476,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67211754,-90.13581385
CRMS4245-S03,,6/6/2008,20 to 24,6.13,5.58,739,0.35,86.45,0.14,37.36,324.29,72.77,,,,0.0523,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,C. Cheramie; B. Early,,29.67211754,-90.13581385
CRMS4245-S04,,2/20/2018,0 to 4,,,,,81.37,0.18,47.37,324.29,68.48,,,,0.0853,212.54,38.257,15.98,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183909,-90.13544994
CRMS4245-S04,,2/20/2018,4 to 8,,,,,78.06,0.22,31.55,324.29,71.4,,,,0.0694,136.33,29.993,9.86,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183909,-90.13544994
CRMS4245-S04,,2/20/2018,8 to 12,,,,,70.25,0.37,25.14,324.29,42.57,,,,0.093,100.3,37.111,7.88,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183909,-90.13544994
CRMS4245-S04,,2/20/2018,12 to 16,,,,,67.53,0.4,20.55,324.29,52.27,,,,0.0822,74.83,29.932,5.68,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183909,-90.13544994
CRMS4245-S04,,2/20/2018,16 to 20,,,,,78.34,0.24,36.23,324.29,47.14,,,,0.087,163.84,39.322,11.36,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183909,-90.13544994
CRMS4245-S04,,2/20/2018,20 to 24,,,,,84.68,0.17,44.34,324.29,19.1,,,,0.0754,212.24,36.081,13.97,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183909,-90.13544994
CRMS4245-S05,,2/20/2018,0 to 4,,,,,85.73,0.15,38.52,324.29,33.12,,,,0.0578,169.78,25.467,11.69,647.17,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67192535,-90.13568504
CRMS4245-S05,,2/20/2018,4 to 8,,,,,77.25,0.24,26.97,324.29,61.47,,,,0.0647,129.41,31.058,8.31,440.79,39.46,51.96,8.58,4.33,4.44,2.44,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67192535,-90.13568504
CRMS4245-S05,,2/20/2018,8 to 12,,,,,81.82,0.17,30.62,324.29,70.36,,,,0.0521,143.84,24.453,10.46,480.13,37.73,49.84,12.42,4.71,4.77,2.68,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67192535,-90.13568504
CRMS4245-S05,,2/20/2018,12 to 16,,,,,75.07,0.25,25.08,324.29,79.79,,,,0.0627,89.14,22.285,6.66,375.39,27.51,55.5,16.99,5.05,5.37,2.97,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67192535,-90.13568504
CRMS4245-S05,,2/20/2018,16 to 20,,,,,81.23,0.18,36.21,324.29,72.98,,,,0.0652,146.23,26.321,10.83,436.55,38.75,51.48,9.76,4.35,4.55,2.66,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67192535,-90.13568504
CRMS4245-S05,,2/20/2018,20 to 24,,,,,86.46,0.12,43.96,324.29,66.12,,,,0.0528,211.09,25.331,13.2,499.08,43.93,46.65,9.42,4.33,4.18,2.51,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67192535,-90.13568504
CRMS4245-S06,,2/20/2018,0 to 4,,,,,81.77,0.18,42.58,324.29,68.97,,,,0.0766,195.95,35.271,14.98,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183186,-90.13553277
CRMS4245-S06,,2/20/2018,4 to 8,,,,,74.71,0.26,21.91,324.29,76.03,,,,0.057,92.09,23.943,6.79,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183186,-90.13553277
CRMS4245-S06,,2/20/2018,8 to 12,,,,,79.28,0.22,28.35,324.29,55.06,,,,0.0624,119.69,26.332,8.34,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183186,-90.13553277
CRMS4245-S06,,2/20/2018,12 to 16,,,,,75.51,0.24,20.57,324.29,82.31,,,,0.0494,84.34,20.242,6.06,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183186,-90.13553277
CRMS4245-S06,,2/20/2018,16 to 20,,,,,83.26,0.16,29.85,324.29,66.98,,,,0.0478,121.67,19.467,8.74,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183186,-90.13553277
CRMS4245-S06,,2/20/2018,20 to 24,,,,,82.98,0.17,38.45,324.29,60.58,,,,0.0654,161.47,27.45,11.09,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; D. Plaisance; M. Neider,Spartina patens is dominant species. 4 cm of water on marsh surface.,29.67183186,-90.13553277
CRMS4355-BBG01,,9/15/2017,0 to 8,,,,,,,,,,Spartina patens (Aiton) Muhl.,35.66,310.82,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.8403248,-89.82410291
CRMS4355-BBG01,,9/15/2017,8 to 16,,,,,,,,,,Spartina patens (Aiton) Muhl.,8.91,543.94,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.8403248,-89.82410291
CRMS4355-BBG01,,9/15/2017,16 to 24,,,,,,,,,,Spartina patens (Aiton) Muhl.,5.09,532.48,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.8403248,-89.82410291
CRMS4355-BBG02,,9/15/2017,0 to 8,,,,,,,,,,Spartina patens (Aiton) Muhl.,1152.86,1131.21,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.84022239,-89.82434406
CRMS4355-BBG02,,9/15/2017,8 to 16,,,,,,,,,,Spartina patens (Aiton) Muhl.,551.59,577.07,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.84022239,-89.82434406
CRMS4355-BBG02,,9/15/2017,16 to 24,,,,,,,,,,Spartina patens (Aiton) Muhl.,1.27,557.96,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.84022239,-89.82434406
CRMS4355-BBG03,,9/15/2017,0 to 8,,,,,,,,,,Spartina patens (Aiton) Muhl.,3.82,643.31,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.84045568,-89.8242953
CRMS4355-BBG03,,9/15/2017,8 to 16,,,,,,,,,,Spartina patens (Aiton) Muhl.,3.82,314.64,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.84045568,-89.8242953
CRMS4355-BBG03,,9/15/2017,16 to 24,,,,,,,,,,Spartina patens (Aiton) Muhl.,0,611.46,,,,,,,,,,,,,,U.S. GEOL SURVEY (USGS),"Snedden, G.",,29.84045568,-89.8242953
CRMS4355-S01,,10/28/2008,0 to 16,6.32,6.36,3025,1.55,90.04,0.09,53.9,1297.16,204,,,,0.0485,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Lambou; Y. Rolufs,,29.84034984,-89.82401937
CRMS4355-S02,,10/28/2008,0 to 16,6.14,6.19,2915,1.5,88.16,0.27,56.39,1297.16,566.8,,,,0.1523,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Lambou; Y. Rolufs,,29.84038862,-89.82413192
CRMS4355-S03,,10/28/2008,0 to 16,6.53,6.55,2700,1.4,85.84,0.32,53.76,1297.16,654.7,,,,0.172,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Lambou; Y. Rolufs,,29.84051253,-89.8240349
CRMS4355-S04,,4/24/2018,0 to 4,,,,,88.01,0.07,56.56,324.29,166.35,,,,0.0396,265.75,18.603,21.96,936.44,33.68,58.29,8.02,4.76,4.64,2.19,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.8405651,-89.82397118
CRMS4355-S04,,4/24/2018,4 to 8,,,,,85.56,0.12,54.67,324.29,103.06,,,,0.0656,252,30.24,19.76,849.2,40.41,54.25,5.34,4.36,4.31,2.07,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.8405651,-89.82397118
CRMS4355-S04,,4/24/2018,8 to 12,,,,,81.66,0.18,41.99,324.29,65.18,,,,0.0756,197.56,35.561,15.19,581.76,26.34,65.29,8.37,5.05,5.09,2.14,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.8405651,-89.82397118
CRMS4355-S04,,4/24/2018,12 to 16,,,,,82.98,0.15,43.02,324.29,81.7,,,,0.0645,206.13,30.92,15.55,570.37,7.57,78.8,13.63,5.94,5.82,1.7,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.8405651,-89.82397118
CRMS4355-S04,,4/24/2018,16 to 20,,,,,83.74,0.14,44.29,324.29,84.74,,,,0.062,213.68,29.915,15.77,590.35,10.69,76.36,12.94,5.83,5.71,1.75,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.8405651,-89.82397118
CRMS4355-S04,,4/24/2018,20 to 24,,,,,83.53,0.16,43.87,324.29,62.96,,,,0.0702,216.68,34.669,16.16,602.3,34.61,58.38,7.01,4.78,4.54,1.88,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.8405651,-89.82397118
CRMS4355-S05,,4/24/2018,0 to 4,,,,,83.72,0.09,56.57,324.29,173.01,,,,0.0509,280.9,25.281,20.05,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84048052,-89.82382904
CRMS4355-S05,,4/24/2018,4 to 8,,,,,82.7,0.14,52.9,324.29,102.31,,,,0.0741,266.48,37.307,20.25,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84048052,-89.82382904
CRMS4355-S05,,4/24/2018,8 to 12,,,,,81.16,0.18,50.93,324.29,72.9,,,,0.0917,243.91,43.904,18.1,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84048052,-89.82382904
CRMS4355-S05,,4/24/2018,12 to 16,,,,,83.52,0.15,54.46,324.29,70.86,,,,0.0817,264.68,39.702,19.06,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84048052,-89.82382904
CRMS4355-S05,,4/24/2018,16 to 20,,,,,85.47,0.14,59.8,324.29,56.87,,,,0.0837,296.99,41.579,22,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84048052,-89.82382904
CRMS4355-S05,,4/24/2018,20 to 24,,,,,87.71,0.12,53.11,324.29,56.43,,,,0.0637,243.43,29.212,16.73,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84048052,-89.82382904
CRMS4355-S06,,4/24/2018,0 to 4,,,,,84.46,0.14,51.45,324.29,85.24,,,,0.072,242.1,33.894,17.27,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84031783,-89.82381351
CRMS4355-S06,,4/24/2018,4 to 8,,,,,83.89,0.15,54.57,324.29,64.49,,,,0.0819,246.81,37.022,17.86,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84031783,-89.82381351
CRMS4355-S06,,4/24/2018,8 to 12,,,,,83.23,0.15,57.84,324.29,90.02,,,,0.0868,257.75,38.663,18.83,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84031783,-89.82381351
CRMS4355-S06,,4/24/2018,12 to 16,,,,,81.73,0.18,49.09,324.29,66.8,,,,0.0884,233.43,42.017,17.16,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84031783,-89.82381351
CRMS4355-S06,,4/24/2018,16 to 20,,,,,85.29,0.13,68.27,324.29,83.16,,,,0.0888,329.21,42.797,23.33,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84031783,-89.82381351
CRMS4355-S06,,4/24/2018,20 to 24,,,,,86.36,0.13,55.91,324.29,50.81,,,,0.0727,256.85,33.391,16.63,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,K. Fogg; T. Loeb,Spartina patens is dominant species. Marsh not flooded.,29.84031783,-89.82381351
CRMS4355-SB01,,9/12/2017,0 to 4,,,,,85.17,0.14,62.85,,,,,,0.0879,321.73,45.042,22.38,1042.78,48.69,43.43,7.87,4.02,3.94,2.63,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.8403248,-89.82410291
CRMS4355-SB01,,9/12/2017,4 to 8,,,,,79.26,0.18,42.31,,,,,,0.0761,236.7,42.606,17.26,938.68,31.37,52.82,15.81,5.24,5.22,2.56,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.8403248,-89.82410291
CRMS4355-SB01,,9/12/2017,8 to 12,,,,,82.48,0.17,45.93,,,,,,0.078,243.51,41.396,18.53,832.96,35.89,51.71,12.4,4.91,4.8,2.49,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.8403248,-89.82410291
CRMS4355-SB01,,9/12/2017,12 to 16,,,,,84.49,0.16,51.69,,,,,,0.0827,276.75,44.28,20.3,867.5,46.48,44.01,9.51,4.28,4.11,2.61,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.8403248,-89.82410291
CRMS4355-SB01,,9/12/2017,16 to 20,,,,,81.9,0.18,48.86,,,,,,0.0879,259.73,46.751,18.43,601.05,51.24,37.57,11.19,4.07,3.73,2.87,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.8403248,-89.82410291
CRMS4355-SB01,,9/12/2017,20 to 24,,,,,82.01,0.18,45.65,,,,,,0.0821,235.45,42.381,16.31,506.64,46.62,42.62,10.76,4.3,4.12,2.72,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.8403248,-89.82410291
CRMS4355-SB02,,9/12/2017,0 to 4,,,,,93.73,0.06,47.16,,,,,,0.0282,262.65,15.759,19.64,839.73,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84022239,-89.82434406
CRMS4355-SB02,,9/12/2017,4 to 8,,,,,77.51,0.23,41.8,,,,,,0.0961,224.29,51.586,16.35,630.17,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84022239,-89.82434406
CRMS4355-SB02,,9/12/2017,8 to 12,,,,,82.78,0.16,53.6,,,,,,0.0857,284.75,45.56,20.79,690.5,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84022239,-89.82434406
CRMS4355-SB02,,9/12/2017,12 to 16,,,,,84.38,0.15,57.69,,,,,,0.0865,287.12,43.068,19.78,703.3,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84022239,-89.82434406
CRMS4355-SB02,,9/12/2017,16 to 20,,,,,84.12,0.17,44.64,,,,,,0.0758,256.51,43.606,18.19,686.45,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84022239,-89.82434406
CRMS4355-SB02,,9/12/2017,20 to 24,,,,,87.15,0.14,57.92,,,,,,0.081,305.03,42.704,18.79,597.72,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84022239,-89.82434406
CRMS4355-SB03,,9/12/2017,0 to 4,,,,,86.27,0.11,63.37,,,,,,0.0697,334.56,36.801,24.31,1072.86,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84045568,-89.8242953
CRMS4355-SB03,,9/12/2017,4 to 8,,,,,80.81,0.16,41.7,,,,,,0.0667,238.1,38.096,18.01,710.13,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84045568,-89.8242953
CRMS4355-SB03,,9/12/2017,8 to 12,,,,,78.65,0.21,41.95,,,,,,0.088,216.67,45.5,16.58,668.23,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84045568,-89.8242953
CRMS4355-SB03,,9/12/2017,12 to 16,,,,,79.26,0.22,42.98,,,,,,0.0945,230.93,50.804,16.84,573.71,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84045568,-89.8242953
CRMS4355-SB03,,9/12/2017,16 to 20,,,,,82.43,0.16,45.74,,,,,,0.0731,264.7,42.352,19.26,474.94,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84045568,-89.8242953
CRMS4355-SB03,,9/12/2017,20 to 24,,,,,84.54,0.13,53.99,,,,,,0.0701,340.34,44.244,24.75,827.31,,,,,,,,,COASTAL ESTUARY SERVICES LLC,A. Plaisance; M. Reeves,Dominant vegetation was Spartina patens; Site was flooded; 0.2 ft of water on surface,29.84045568,-89.8242953
CRMS4406-S01,,6/17/2008,0 to 4,5.03,4.55,4488,2.4,70.29,0.11,24.79,324.29,45.3,,,,0.0273,,,,,,,,,,,,,COASTAL ESTUARY SERVICES LLC,J. Beadle; J. Pace,,30.20185516,-89.7279624
