"Station_ID","Tide_Amp (ft)","calendar_year","min_date","max_date","90th%Upper_water_level (ft NAVD88)","10%thLower_water_level (ft NAVD88)","avg_water_level (ft NAVD88)","avg_flooding (ft)","90%thUpper_flooding (ft)","10%thLower_flooding (ft)","GEOID","std_deviation_water_level(ft NAVD88)","std_deviation_avg_flooding (ft)",
"CRMS0697-H01","0.2146778","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.85","0.46","1.13","0.07","0.788","-0.609","GEOID12A  ","0.54","0.54",
"CRMS0697-H01","0.1995721","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","2.21","0.77","1.48","0.42","1.147","-0.292","GEOID12A  ","0.54","0.54",
"CRMS0697-H01","0.2196846","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","2.08","0.81","1.43","0.37","1.012","-0.25","GEOID12A  ","0.52","0.52",
"CRMS0697-H01","0.2166955","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","2.14","0.8","1.41","0.35","1.077","-0.259","GEOID12A  ","0.58","0.58",
"CRMS0978-H01","0.4896037","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","1.57","0.22","0.92","-0.04","0.61","-0.742","GEOID99   ","0.52","0.52",
"CRMS0978-H01","0.526371","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.82","0.46","1.16","0.2","0.86","-0.5","GEOID99   ","0.54","0.54",
"CRMS0978-H01","0.5332698","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.81","0.21","1.03","0.07","0.85","-0.75","GEOID99   ","0.61","0.61",
"CRMS0978-H01","0.5076779","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.62","0.28","1.01","0.05","0.66","-0.68","GEOID99   ","0.58","0.58",
"CRMS0978-H01","0.5375812","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.76","0.48","1.17","0.21","0.8","-0.48","GEOID99   ","0.57","0.57",
"CRMS0978-H01","0.5039158","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.75","0.01","0.94","0.21","0.9","-0.56","GEOID12A  ","0.68","0.56",
"CRMS0978-H01","0.5039158","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.75","0.01","0.94","0.21","0.9","-0.56","GEOID99   ","0.68","0.56",
"CRMS0978-H01","0.4925211","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.73","-0.56","0.11","0.08","0.7","-0.59","GEOID12A  ","0.51","0.51",
"CRMS0978-H01","0.5555909","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.13","-0.45","0.34","0.32","1.101","-0.481","GEOID12A  ","0.62","0.62",
"CRMS0978-H01","0.5147773","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.15","-0.18","0.5","0.48","1.121","-0.201","GEOID12A  ","0.51","0.51",
"CRMS0978-H01","0.533238","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.03","-0.36","0.37","0.35","1.001","-0.391","GEOID12A  ","0.58","0.58",
"CRMS0978-H01","0.5585114","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.08","-0.38","0.37","0.34","1.056","-0.407","GEOID12A  ","0.61","0.61",
"CRMS0978-H01","0.5952872","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.29","-0.14","0.6","0.58","1.26","-0.167","GEOID12A  ","0.61","0.61",
"CRMS0978-H01","0.6352355","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.33","-0.21","0.58","0.56","1.299","-0.233","GEOID12A  ","0.64","0.64",
"CRMS0978-H01","0.6644185","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.22","-0.36","0.46","0.44","1.19","-0.384","GEOID12A  ","0.61","0.61",
"CRMS1024-H01","1.008835","2008","3/26/2008 2:00:00 PM","12/31/2008 11:00:00 PM","1.53","-0.49","0.55","-0.22","0.76","-1.26","GEOID99   ","0.88","0.88",
"CRMS1024-H01","0.9707716","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.52","-0.57","0.52","-0.25","0.76","-1.33","GEOID99   ","0.84","0.84",
"CRMS1024-H01","0.8921297","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.46","-0.53","0.45","-0.31","0.69","-1.3","GEOID99   ","0.76","0.76",
"CRMS1024-H01","0.885384","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.26","-0.59","0.37","-0.4","0.49","-1.35","GEOID99   ","0.73","0.73",
"CRMS1024-H01","0.8921059","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.49","-0.31","0.62","-0.14","0.72","-1.08","GEOID99   ","0.75","0.75",
"CRMS1024-H01","0.8252125","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.58","-0.24","0.69","-0.07","0.82","-1.01","GEOID99   ","0.7","0.7",
"CRMS1024-H01","0.8252125","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.58","-0.24","0.69","-0.07","0.82","-1.01","GEOID12A  ","0.7","0.7",
"CRMS1024-H01","0.7976495","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.18","-0.54","0.34","-0.4","0.44","-1.28","GEOID12A  ","0.66","0.66",
"CRMS1024-H01","0.7718451","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.4","-0.38","0.5","-0.24","0.665","-1.122","GEOID12A  ","0.71","0.71",
"CRMS1024-H01","0.7705455","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.57","-0.24","0.7","-0.04","0.834","-0.977","GEOID12A  ","0.72","0.72",
"CRMS1024-H01","0.8089831","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.58","-0.35","0.62","-0.12","0.844","-1.089","GEOID12A  ","0.78","0.78",
"CRMS1024-H01","0.8349987","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.45","-0.41","0.55","-0.19","0.709","-1.147","GEOID12A  ","0.74","0.74",
"CRMS1024-H01","0.8703503","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.65","-0.16","0.75","0.01","0.908","-0.902","GEOID12A  ","0.71","0.71",
"CRMS1024-H01","0.9049402","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.83","-0.28","0.82","0.08","1.09","-1.02","GEOID12A  ","0.9","0.9",
"CRMS1024-H01","0.9448966","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.7","-0.29","0.74","0","0.96","-1.031","GEOID12A  ","0.81","0.81",
"CRMS1069-H01","0.9531417","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.73","-0.11","0.82","-0.49","0.42","-1.42","GEOID99   ","0.77","0.77",
"CRMS1069-H01","0.9226293","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.84","0.03","0.96","-0.35","0.52","-1.29","GEOID99   ","0.72","0.72",
"CRMS1069-H01","0.8706619","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.86","-0.05","0.89","-0.42","0.55","-1.36","GEOID99   ","0.71","0.71",
"CRMS1069-H01","0.8617325","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.63","-0.09","0.81","-0.5","0.32","-1.4","GEOID99   ","0.68","0.68",
"CRMS1069-H01","0.8877352","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.88","0.12","1.05","-0.26","0.57","-1.19","GEOID99   ","0.75","0.75",
"CRMS1069-H01","0.8441922","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.81","-0.06","0.89","-0.3","0.6","-1.25","GEOID12A  ","0.71","0.7",
"CRMS1069-H01","0.8441922","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.81","-0.06","0.89","-0.3","0.6","-1.25","GEOID99   ","0.71","0.7",
"CRMS1069-H01","0.8173158","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.16","-0.52","0.34","-0.57","0.247","-1.429","GEOID12A  ","0.63","0.63",
"CRMS1069-H01","0.7982644","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.33","-0.41","0.46","-0.45","0.419","-1.321","GEOID12A  ","0.68","0.68",
"CRMS1069-H01","0.8179322","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.54","-0.24","0.67","-0.24","0.622","-1.149","GEOID12A  ","0.68","0.68",
"CRMS1069-H01","0.8416159","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.45","-0.39","0.55","-0.36","0.537","-1.299","GEOID12A  ","0.75","0.75",
"CRMS1069-H01","0.8508844","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.43","-0.46","0.53","-0.39","0.513","-1.37","GEOID12A  ","0.74","0.74",
"CRMS1069-H01","0.9167515","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.6","-0.22","0.69","-0.22","0.686","-1.138","GEOID12A  ","0.71","0.71",
"CRMS1069-H01","0.9573999","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.74","-0.27","0.76","-0.15","0.824","-1.187","GEOID12A  ","0.84","0.84",
"CRMS1069-H01","1.004516","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.66","-0.31","0.72","-0.19","0.745","-1.23","GEOID12A  ","0.79","0.79",
"CRMS1100-H01","0.01311087","2008","2/8/2008 12:00:00 PM","12/31/2008 11:00:00 PM","1.84","0.97","1.39","-0.01","0.44","-0.43","GEOID99   ","0.41","0.41",
"CRMS1100-H01","0.00675801","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.37","0.76","1.54","0.14","0.96","-0.64","GEOID99   ","0.6","0.6",
"CRMS1100-H01","0.002794579","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.69","0.56","1.23","-0.17","0.29","-0.84","GEOID99   ","0.43","0.44",
"CRMS1100-H01","0.001646823","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.47","0.11","0.96","-0.44","0.07","-1.3","GEOID99   ","0.49","0.49",
"CRMS1100-H01","0.01149568","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.21","1.16","1.66","0.25","0.81","-0.25","GEOID99   ","0.38","0.38",
"CRMS1100-H01","0.003612875","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.27","0.87","1.52","0.23","0.86","-0.28","GEOID99   ","0.63","0.54",
"CRMS1100-H01","0.003612875","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.27","0.87","1.52","0.23","0.86","-0.28","GEOID12A  ","0.63","0.54",
"CRMS1100-H01","0.009453387","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.24","0.61","0.91","-0.02","0.32","-0.312","GEOID12A  ","0.28","0.28",
"CRMS1100-H01","0.005620393","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.78","0.59","1.09","0.16","0.853","-0.337","GEOID12A  ","0.43","0.43",
"CRMS1100-H01","0.001613656","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","2.25","0.91","1.47","0.55","1.321","-0.017","GEOID12A  ","0.57","0.57",
"CRMS1100-H01","0.002309535","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.91","0.82","1.35","0.43","0.988","-0.11","GEOID12A  ","0.46","0.46",
"CRMS1100-H01","0.00358223","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.72","0.51","1.06","0.13","0.79","-0.413","GEOID12A  ","0.44","0.44",
"CRMS1100-H01","0.00193517","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.98","0.98","1.46","0.54","1.058","0.059","GEOID12A  ","0.39","0.38",
"CRMS1100-H01","0.003548102","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","2.11","0.9","1.42","0.49","1.184","-0.029","GEOID12A  ","0.46","0.46",
"CRMS1100-H01","0.003539812","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","2.03","0.94","1.42","0.5","1.108","0.019","GEOID12A  ","0.44","0.44",
"CRMS1130-H01","0.00473897","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2","0.5","1.25","0.48","1.224","-0.276","GEOID99   ","0.58","0.58",
"CRMS1130-H01","0.007563696","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.26","0.23","0.78","0","0.484","-0.546","GEOID99   ","0.42","0.42",
"CRMS1130-H01","0.01221268","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.06","0.35","0.69","-0.08","0.284","-0.426","GEOID99   ","0.26","0.26",
"CRMS1130-H01","0.002038602","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.81","0.68","1.25","0.2","1.004","-0.42","GEOID99   ","0.41","0.52",
"CRMS1130-H01","0.006243227","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.02","0.46","1.21","0.12","0.61","-0.49","GEOID12A  ","0.66","0.55",
"CRMS1130-H01","0.006243227","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.02","0.46","1.21","0.12","0.61","-0.49","GEOID99   ","0.66","0.55",
"CRMS1130-H01","0.003428266","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.91","0.11","0.5","0.44","0.85","0.05","GEOID12A  ","0.33","0.33",
"CRMS1130-H01","0.003372518","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.21","0.24","0.71","0.65","1.15","0.178","GEOID12A  ","0.38","0.38",
"CRMS1130-H01","0.003612718","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.97","0.5","1.09","1.03","1.912","0.445","GEOID12A  ","0.63","0.63",
"CRMS1130-H01","0.002828706","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.56","0.36","0.96","0.9","1.5","0.299","GEOID12A  ","0.51","0.51",
"CRMS1130-H01","0.00431089","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.47","-0.07","0.64","0.58","1.409","-0.126","GEOID12A  ","0.54","0.54",
"CRMS1130-H01","0.002578616","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.66","0.51","1.12","1.06","1.604","0.45","GEOID12A  ","0.44","0.44",
"CRMS1130-H01","0.004278239","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.85","0.59","1.09","1.03","1.792","0.525","GEOID12A  ","0.49","0.49",
"CRMS1130-H01","0.06083782","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.87","0.38","1.04","0.98","1.814","0.32","GEOID12A  ","0.59","0.59",
"CRMS1205-H01","0.02272734","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.14","0.96","1.54","0.05","0.64","-0.54","GEOID99   ","0.44","0.44",
"CRMS1205-H01","0.01719797","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.72","0.83","1.3","-0.2","0.22","-0.67","GEOID99   ","0.34","0.34",
"CRMS1205-H01","0.03944457","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.07","0.64","0.86","-0.63","-0.42","-0.85","GEOID99   ","0.17","0.17",
"CRMS1205-H01","0.00626471","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.83","1.06","1.42","-0.07","0.34","-0.44","GEOID99   ","0.29","0.29",
"CRMS1205-H01","0.002095409","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.54","0.81","1.16","-0.11","0.44","-0.58","GEOID12A  ","0.33","0.37",
"CRMS1205-H01","0.002095409","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.54","0.81","1.16","-0.11","0.44","-0.58","GEOID99   ","0.33","0.37",
"CRMS1205-H01","0.004400135","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.84","0.01","0.4","-0.18","0.252","-0.575","GEOID12A  ","0.3","0.3",
"CRMS1205-H01","0.005461921","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.29","0.25","0.76","0.18","0.708","-0.335","GEOID12A  ","0.39","0.39",
"CRMS1205-H01","0.0009766531","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.6","0.53","1.07","0.49","1.012","-0.057","GEOID12A  ","0.38","0.38",
"CRMS1205-H01","0.003642771","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.56","0.43","0.99","0.4","0.971","-0.152","GEOID12A  ","0.64","0.64",
"CRMS1205-H01","0.006641773","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.46","0.26","0.82","0.23","0.878","-0.325","GEOID12A  ","0.44","0.44",
"CRMS1205-H01","0.006138359","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.69","0.83","1.17","0.58","1.1","0.241","GEOID12A  ","0.34","0.34",
"CRMS1277-H01","0.002376399","2008","2/6/2008 11:00:00 AM","12/31/2008 11:00:00 PM","1.4","-0.15","0.82","0.09","0.67","-0.87","GEOID99   ","0.77","0.77",
"CRMS1277-H01","0.003836275","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","1.68","0.16","0.97","0.24","0.953","-0.567","GEOID99   ","0.55","0.55",
"CRMS1277-H01","0.0008171928","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.36","0.03","0.71","-0.01","0.633","-0.697","GEOID99   ","0.46","0.46",
"CRMS1277-H01","0.009427631","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.03","-0.76","0.06","-0.66","0.303","-1.487","GEOID99   ","0.71","0.71",
"CRMS1277-H01","0.001810616","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","1.47","0.49","0.89","0.26","0.75","-0.207","GEOID99   ","0.37","0.37",
"CRMS1277-H01","0.001983003","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","1.42","0.45","0.89","0.49","0.93","0.2","GEOID12A  ","0.49","0.43",
"CRMS1277-H01","0.001983003","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","1.42","0.45","0.89","0.49","0.93","0.2","GEOID99   ","0.49","0.43",
"CRMS1277-H01","0.002167934","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.98","0.35","0.66","0.52","0.844","0.212","GEOID12A  ","0.23","0.23",
"CRMS1277-H01","0.001972378","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.29","0.52","0.87","0.73","1.156","0.385","GEOID12A  ","0.29","0.29",
"CRMS1277-H01","0.0009092954","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.89","0.83","1.2","1.06","1.754","0.688","GEOID12A  ","0.46","0.46",
"CRMS1277-H01","0.0007216312","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.45","0.66","1.11","0.97","1.316","0.527","GEOID12A  ","0.37","0.37",
"CRMS1277-H01","0.001643033","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.33","0.14","0.77","0.63","1.19","0.002","GEOID12A  ","0.48","0.48",
"CRMS1277-H01","0.001952391","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.47","0.84","1.13","0.99","1.332","0.699","GEOID12A  ","0.27","0.27",
"CRMS1277-H01","0.002199679","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.64","0.78","1.13","0.99","1.504","0.64","GEOID12A  ","0.33","0.33",
"CRMS1277-H01","0.002389683","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.56","0.98","1.23","1.09","1.425","0.838","GEOID12A  ","0.29","0.29",
"CRMS1409-H01","0.006688979","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","1.97","1.02","1.54","0.83","1.26","0.31","GEOID99   ","0.64","0.64",
"CRMS1409-H01","0.004237866","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.34","0.84","1.51","0.8","1.63","0.13","GEOID99   ","0.59","0.59",
"CRMS1409-H01","0.002951991","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.76","0.54","1.06","0.35","1.05","-0.17","GEOID99   ","0.43","0.43",
"CRMS1409-H01","0.006383588","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.22","0.14","0.81","0.11","0.51","-0.57","GEOID99   ","0.36","0.36",
"CRMS1409-H01","0.001954585","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.16","1.01","1.59","0.89","1.45","0.31","GEOID99   ","0.41","0.41",
"CRMS1409-H01","0.002668234","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.18","0.47","1.33","0.74","1.48","0.21","GEOID99   ","0.7","0.58",
"CRMS1409-H01","0.002668234","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.18","0.47","1.33","0.74","1.48","0.21","GEOID12A  ","0.7","0.58",
"CRMS1409-H01","0.02151236","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.77","-0.11","0.35","0.1","0.52","-0.36","GEOID12A  ","0.33","0.33",
"CRMS1409-H01","0.001656939","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.34","0.13","0.69","0.44","1.087","-0.121","GEOID12A  ","0.45","0.45",
"CRMS1409-H01","0.001877611","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","1.86","0.41","1.02","0.77","1.61","0.158","GEOID12A  ","0.58","0.58",
"CRMS1409-H01","0.004431163","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.48","0.28","0.89","0.64","1.235","0.035","GEOID12A  ","0.53","0.53",
"CRMS1409-H01","0.004012405","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.35","-0.33","0.43","0.18","1.099","-0.577","GEOID12A  ","0.58","0.58",
"CRMS1409-H01","0.003720592","2019","1/1/2019 12:00:00 AM","10/17/2019 8:00:00 AM","1.68","0.46","1.06","0.81","1.426","0.208","GEOID12A  ","0.44","0.44",
"CRMS1413-H01","0.005224749","2018","1/24/2018 12:00:00 PM","12/31/2018 11:00:00 PM","1.44","-0.29","0.53","0.4","1.306","-0.417","GEOID12A  ","0.61","0.61",
"CRMS1413-H01","0.002302992","2019","1/1/2019 12:00:00 AM","12/31/2019 11:00:00 PM","1.59","0.47","1.03","0.9","1.462","0.338","GEOID12A  ","0.44","0.44",
"CRMS1413-H01","0.005135232","2020","1/1/2020 12:00:00 AM","12/31/2020 11:00:00 PM","1.89","0.59","1.1","0.97","1.758","0.461","GEOID12A  ","0.55","0.55",
"CRMS1413-H01","0.00344421","2021","1/1/2021 12:00:00 AM","12/31/2021 11:00:00 PM","1.58","0.37","0.91","0.78","1.452","0.236","GEOID12A  ","0.52","0.52",
"CRMS1413-W01","0.02635176","2008","2/13/2008 12:00:00 PM","12/31/2008 11:00:00 PM","1.91","0.5","1.28","-0.7","0","-1.03","GEOID99   ","0.72","0.44",
"CRMS1413-W01","0.006435265","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.38","0.4","0.89","-0.37","0.12","-0.86","GEOID99   ","0.35","0.35",
"CRMS1413-W01","0.007872003","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.15","0.53","0.85","-0.41","-0.12","-0.73","GEOID99   ","0.22","0.22",
"CRMS1413-W01","0.004049802","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.21","0.97","1.64","0.38","0.95","-0.29","GEOID99   ","0.44","0.44",
"CRMS1413-W01","0.001712521","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.13","0.49","1.32","0.34","0.87","-0.29","GEOID99   ","0.7","0.52",
"CRMS1413-W01","0.001712521","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.13","0.49","1.32","0.34","0.87","-0.29","GEOID12A  ","0.7","0.52",
"CRMS1413-W01","0.001817685","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","0.73","0.05","0.42","0.29","0.599","-0.08","GEOID12A  ","0.27","0.27",
"CRMS1413-W01","0.001703499","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.48","0.34","0.87","0.74","1.355","0.208","GEOID12A  ","0.43","0.43",
"CRMS1413-W01","0.001666265","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","2.05","0.63","1.19","1.06","1.921","0.497","GEOID12A  ","0.57","0.57",
"CRMS1413-W01","0.001861144","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.54","0.58","1.04","0.91","1.407","0.452","GEOID12A  ","0.36","0.36",
"CRMS1446-H01","0.01122026","2007","1/1/2007 12:00:00 AM","12/31/2007 11:00:00 PM","2.08","1.03","1.49","0.46","1.05","0.01","GEOID99   ","0.4","0.4",
"CRMS1446-H01","0.009725424","2008","1/1/2008 12:00:00 AM","12/31/2008 11:00:00 PM","2.11","1.1","1.59","0.57","1.09","0.08","GEOID99   ","0.61","0.61",
"CRMS1446-H01","0.007217469","2009","1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM","2.48","0.73","1.53","0.5","1.45","-0.29","GEOID99   ","0.66","0.66",
"CRMS1446-H01","0.008558938","2010","1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM","1.52","0.61","1.08","0.05","0.5","-0.42","GEOID99   ","0.37","0.37",
"CRMS1446-H01","0.01078427","2011","1/1/2011 12:00:00 AM","12/31/2011 11:00:00 PM","1.29","0.28","0.91","-0.11","0.27","-0.75","GEOID99   ","0.35","0.35",
"CRMS1446-H01","0.009919007","2012","1/1/2012 12:00:00 AM","12/31/2012 11:00:00 PM","2.2","0.93","1.52","0.5","1.18","-0.09","GEOID99   ","0.47","0.47",
"CRMS1446-H01","0.01118527","2013","10/1/2013 12:00:00 AM","12/31/2013 11:00:00 PM","2.27","0.53","1.38","0.52","1.25","0.01","GEOID12A  ","0.75","0.62",
"CRMS1446-H01","0.01118527","2013","1/1/2013 12:00:00 AM","9/30/2013 11:00:00 PM","2.27","0.53","1.38","0.52","1.25","0.01","GEOID99   ","0.75","0.62",
"CRMS1446-H01","0.008122987","2014","1/1/2014 12:00:00 AM","12/31/2014 11:00:00 PM","1.09","0.21","0.61","0.25","0.738","-0.142","GEOID12A  ","0.34","0.34",
"CRMS1446-H01","0.00834447","2015","1/1/2015 12:00:00 AM","12/31/2015 11:00:00 PM","1.35","0.26","0.71","0.35","0.996","-0.09","GEOID12A  ","0.4","0.4",
"CRMS1446-H01","0.01124141","2016","1/1/2016 12:00:00 AM","12/31/2016 11:00:00 PM","2.21","0.51","1.2","0.85","1.854","0.159","GEOID12A  ","0.72","0.72",
"CRMS1446-H01","0.01049234","2017","1/1/2017 12:00:00 AM","12/31/2017 11:00:00 PM","1.76","0.38","1.07","0.71","1.408","0.027","GEOID12A  ","0.59","0.59",
"CRMS1446-H01","0.008290123","2018","1/1/2018 12:00:00 AM","12/31/2018 11:00:00 PM","1.55","-0.03","0.69","0.34","1.196","-0.38","GEOID12A  ","0.55","0.55",
