system:index,Accretion1,Accretion_,Average_Ac,Average_He,Average__1,Average__2,Basins,Bulk_Densi,Community,Delta_Ti_1,Delta_time,Distance_1,Distance_2,Distance_3,Distance_4,Distance_t,Dry_Soil_p,Dry_Volume,Flood_Dept,Fluvial_Do,Latitude,Latitude_1,Longitude,Longitude_,Mineral_Ma,OBJECTID,Observed_P,Organic_De,Organic_Ma,Organic__1,Organic__2,Organic__3,Simple_sit,Soil_Moist,Soil_Por_1,Soil_Porew,Soil_Salin,Staff_Gaug,Total_Mass,Total_Reco,Verified_P,Wet_Soil_p,Wet_Volume,Land_Lost_m2,Land_Gained_m2,marshType,.geo
0000000000000000002d,16.26699717,54.91105902,5.491105902,288.95,100,243.84,MRD,0.38,Intermediate,2.282191781,833,11076.43553,13576.82826,124856.9236,902.669801,14769.87805,6.69,104.75,27.248,1.33345046,29.16391648,29.16391648,-89.13452803,-89.13452803,18595.9596,46,433,0.0401,2270.242824,10.88,0.1088,10.88,CRMS0162,63.72,1.5,2929.5,0.6,1.51,20866.20243,1663.75,256,6.63,324.29,4698.804993,67956.41064,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.13453038171446,29.17291634090681],[-89.13740902496959,29.172558155269698],[-89.14005847188693,29.171512117090934],[-89.14226778774513,29.169861510242594],[-89.14386110193692,29.16773774833507],[-89.14471161009386,29.165309906294056],[-89.14475166039043,29.1627712546693],[-89.14397812344882,29.160323870831125],[-89.14245262314219,29.158162553396245],[-89.1402966156335,29.156459320359605],[-89.1376817132543,29.155349723599535],[-89.13481602599876,29.154922066894294],[-89.13192760727408,29.155210383218098],[-89.12924631809838,29.156191728367183],[-89.12698554797815,29.157788005517155],[-89.12532524192997,29.159872176038206],[-89.12439758069475,29.162278363961597],[-89.12427645279934,29.16481505221652],[-89.12497155846597,29.167280322553943],[-89.12642761923804,29.16947792756942],[-89.1285287619264,29.1712329157031],[-89.13110773297932,29.17240556431194],[-89.13395921266887,29.172902509579487],[-89.13453038171446,29.17291634090681]]]}"
143,7.054401451,27.67258297,2.767258297,150.565,49.75,124.96,MRD,0.625,Intermediate,2.22739726,813,14113.13581,3945.695255,109198.3141,0,23446.52237,7,155.105,0,1.661326207,29.33726533,29.33726533,-89.19790646,-89.19790646,15690.35455,324,536,0.05865,1605.009812,9.28,0.0928,9.28,CRMS4626,53.43,4.9,8957,1.1,1.43,17295.36436,1349.42125,536,7.015,324.29,148287.1614,67435.65616,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.1979089677184,29.346264260940274],[-89.20079249440865,29.34590607508401],[-89.20344643554228,29.344860036316184],[-89.20565949831611,29.34320942869274],[-89.20725551378838,29.34108566606599],[-89.20810746277576,29.338657823586086],[-89.20814757919189,29.336119171939714],[-89.20737272891363,29.333671788503924],[-89.20584464080004,29.331510471769842],[-89.20368497723614,29.329807239513727],[-89.20106564152358,29.32869764337036],[-89.19819509623001,29.328269986925605],[-89.19530178097416,29.328558303072402],[-89.19261594603374,29.329539647662212],[-89.19035134239512,29.33113592404513],[-89.18868822011446,29.333220093830686],[-89.1877589842847,29.335626281279637],[-89.1876376491827,29.33816296946926],[-89.18833393204038,29.340628240170908],[-89.18979246115543,29.342825845866507],[-89.19189716711695,29.34458083478396],[-89.19448051271371,29.3457534840356],[-89.19733682970718,29.34625042960433],[-89.1979089677184,29.346264260940274]]]}"
27,0,373.0514706,37.30514706,370.02,0,335.28,MRD,0.06,Intermediate,0.232876712,85,11054.95895,10709.71659,128206.6519,1202.612718,12829.59713,0,457,257.888,1.1605287,29.114041,29.114041,-89.134364,-89.134364,6983.523529,40,370,0.0413,15399.56471,68.8,0.688,68.8,CRMS0153,91.75,3.2,5930,0,2.06,22383.08824,0,370,0,1297.17,1154616.107,0,Organic_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.13436588924958,29.123039187490665],[-89.13724313533844,29.122681001916487],[-89.13989129644642,29.121634963906832],[-89.14209954030059,29.119984357281027],[-89.1436920816481,29.11786059558],[-89.14454217757964,29.115432753664994],[-89.14458220895985,29.11289410204644],[-89.14380904776844,29.11044671809273],[-89.14228428784153,29.10828540045666],[-89.14012932634128,29.10658216719594],[-89.13751569235178,29.105472570258804],[-89.13465139499503,29.105044913478775],[-89.13176437718214,29.105333229853397],[-89.12908438856304,29.10631457516305],[-89.12682471522393,29.107910852533244],[-89.12516521490863,29.10999502326546],[-89.12423800417021,29.112401211325064],[-89.12411693555791,29.11493789959873],[-89.12481170442722,29.11740316983159],[-89.1262670589992,29.1196007746518],[-89.12836718222427,29.121355762560462],[-89.13094490170651,29.122528410984753],[-89.13379499742813,29.12302535616582],[-89.13436588924958,29.123039187490665]]]}"
121,0,69.74214792,6.974214792,105.46,10.5,97.53,Barataria,0,Saline,0.380821918,139,14597.50737,1131.376732,43586.63714,952.5032832,55111.01432,0,0,0,3.77537157,29.48420806,29.48420806,-89.94894192,-89.94894192,0,290,398,0,0,0,0,0,CRMS3590,0,8.6,14850,0,0,0,0,398,0,0,4044.510409,4341.437779,,"{""type"":""Polygon"",""coordinates"":[[[-89.94894215836811,29.493206632221774],[-89.95182985834047,29.492848446179156],[-89.95448764013845,29.49180240691042],[-89.95670390495007,29.490151798627874],[-89.95830222888308,29.488028035389547],[-89.95915540917728,29.485600192536435],[-89.95919558210072,29.483061540871685],[-89.95841960947392,29.48061415777806],[-89.9568893098742,29.47845284163989],[-89.95472652191923,29.47674961004748],[-89.95210339756805,29.47564001442853],[-89.94922870069087,29.475212358205273],[-89.94633120095587,29.475500674201555],[-89.94364148129497,29.47648201831579],[-89.94137360160859,29.478078294046455],[-89.93970807263366,29.48016246320659],[-89.93877749118953,29.482568650252116],[-89.93865597901579,29.48510533838619],[-89.93935326787957,29.487570609397565],[-89.94081390639198,29.489768215671493],[-89.94292165745443,29.49152320525542],[-89.9455087414462,29.492695855053654],[-89.94836919229907,29.49319280087849],[-89.94894215836811,29.493206632221774]]]}"
0000000000000000003b,2.208588147,5.983606557,0.598360656,161.84,8,48.76,Barataria,0.74,Swamp,2.087671233,762,9859.577651,51304.41852,19995.52504,8368.497082,95244.19489,6.55,181.65,0,9.660068439,29.99167147,29.99167147,-90.94040831,-90.94040831,3812.616475,60,356,0.0971,615.252377,13.895,0.13895,13.895,CRMS0194,45.15,0.4,866,0.2,0,4427.868852,293.05,356,6.42,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.9404077825591,30.000672130070146],[-90.94331013568635,30.00031394337975],[-90.94598140276193,29.999267902369876],[-90.94820891052362,29.99761729179629],[-90.94981533990124,29.995493526432085],[-90.95067284355966,29.993065682281706],[-90.95071321490984,29.990527030553096],[-90.94993330152411,29.988079648648846],[-90.94839523699187,29.985918334582067],[-90.94622147871421,29.984215105296688],[-90.94358505173301,29.983105511500593],[-90.940695777852,29.98267785604727],[-90.93778358561018,29.982966171520356],[-90.93508022595643,29.983947513981505],[-90.93280084345011,29.98554378744495],[-90.93112686412854,29.98762795443112],[-90.9301915579962,29.9900341400743],[-90.9300694241095,29.992570828015335],[-90.93077024526565,29.995036100103285],[-90.93223829027585,29.99723370838751],[-90.93435673325591,29.998988700288077],[-90.9369569434401,30.00016135198628],[-90.93983190902804,30.00065829870137],[-90.9404077825591,30.000672130070146]]]}"
0000000000000000003c,3.560750211,6.613028162,0.661302816,100.03,8.75,64,Barataria,0.68,Swamp,2.032876712,742,14948.54207,54560.35782,15145.63867,13314.5582,87655.46172,6.005,164.25,0,5.863813427,29.91165141,29.91165141,-90.94578559,-90.94578559,3985.566265,61,311,0.07105,511.2928854,11.37,0.1137,11.37,CRMS0197,48.99,0.3,584,0.2,0,4496.85915,345.1775,311,6.055,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.94578387245599,29.920649049956634],[-90.94868388990852,29.92029086336883],[-90.95135300746557,29.919244822634685],[-90.95357872312921,29.91759421242392],[-90.95518386051832,29.915470447396387],[-90.95604067504163,29.91304260345145],[-90.9560810147612,29.910503951732952],[-90.95530172952103,29.908056569640348],[-90.95376490269891,29.905895255245518],[-90.95159289306365,29.904192025594796],[-90.94895858648985,29.903082431510015],[-90.94607163614886,29.90265477593477],[-90.94316178585801,29.902943091490716],[-90.94046060038661,29.903924434213657],[-90.93818305140165,29.905520708036146],[-90.93651041904371,29.907604875366598],[-90.93557586601342,29.910011061231863],[-90.93545383122435,29.91254774920347],[-90.93615408934016,29.915013021120917],[-90.93762095377205,29.917210629086778],[-90.93973769248707,29.91896562062048],[-90.94233581038984,29.920138272017788],[-90.9452084623668,29.92063521859189],[-90.94578387245599,29.920649049956634]]]}"
0000000000000000003d,3.869899329,7.52176952,0.752176952,96.98,0,70.1,Barataria,0.69,Swamp,1.917808219,700,14471.54524,55792.95812,15518.82856,12790.90814,90993.86364,5.98,175.8,0,6.287777992,29.96973346,29.96973346,-90.98196753,-90.98196753,4559.17392,62,230,0.09175,630.8470487,12.155,0.12155,12.155,CRMS0200,45.29,0.3,622.5,0.2,0,5190.020969,269.8675,230,6.08,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.98196725114568,29.97873187210743],[-90.9848689629538,29.97837368544517],[-90.98753963982418,29.977327644510943],[-90.98976665551956,29.975677034036888],[-90.99137273014868,29.97355326876504],[-90.99223004458739,29.971125424671026],[-90.99227040725252,29.96858677294519],[-90.99149066634014,29.96613939098927],[-90.98995294165282,29.963978076832493],[-90.98777966350961,29.96227484744689],[-90.98514381874051,29.961165253571593],[-90.98225518284686,29.96073759808483],[-90.97934363364759,29.961025913580652],[-90.97664087097122,29.962007256113615],[-90.97436199190507,29.96360352967555],[-90.97268838242677,29.965687696756177],[-90.97175328307777,29.96809388246028],[-90.9716311764008,29.970630570409707],[-90.97233184295978,29.97309584245087],[-90.973799563812,29.975293450647754],[-90.97591753884252,29.977048442447686],[-90.97851717453742,29.97822109406334],[-90.9813915048644,29.97871804073975],[-90.98196725114568,29.97873187210743]]]}"
40,3.187437618,11.0573976,1.10573976,87.9,15.5,57.91,Barataria,0.33,Swamp,3.01369863,1100,10211.05839,48352.36811,21275.50198,7901.528744,91927.66826,5.43,103.45,0,9.002756105,29.91640534,29.91640534,-90.87797921,-90.87797921,2666.281341,65,202,0.0838,982.6598674,26.93,0.2693,26.93,CRMS0217,70.7,0.2,393,0.1,0.5,3648.941208,384.6825,202,5.88,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.87797881166784,29.925405649308765],[-90.88087896769049,29.925047462714858],[-90.88354821277343,29.924001421964338],[-90.88577403475806,29.922350811732027],[-90.8873792487978,29.92022704668449],[-90.88823610420586,29.917799202727355],[-90.88827644580198,29.915260551008256],[-90.88749712329538,29.912813168926828],[-90.88596022304283,29.910651854551496],[-90.88378810966472,29.908948624922473],[-90.88115367729215,29.90783903085484],[-90.87826658910102,29.907411375286827],[-90.87535659986771,29.90769969083786],[-90.87265528540722,29.90868103354525],[-90.87037762764373,29.910277307346412],[-90.8687049153736,29.912361474656414],[-90.86777031766353,29.914767660508492],[-90.8676482769952,29.91730434847828],[-90.86834856851486,29.91976962040586],[-90.86981550298768,29.92196722839063],[-90.87193234281273,29.923722219946118],[-90.87453058484566,29.924894871361303],[-90.87740337408371,29.92539181794378],[-90.87797881166784,29.925405649308765]]]}"
0000000000000000014c,3.657803867,7.263035571,0.726303557,98.87,10.54,76.2,Barataria,0.665,Swamp,1.997260274,729,8186.287351,49158.06326,21834.37435,7372.547963,95151.44213,6.095,162,0,11.6232717,29.97347503,29.97347503,-90.91173869,-90.91173869,4010.039963,333,254,0.0922,819.8786917,16.975,0.16975,16.975,CRMS5116,51.295,0.4,777,0.2,0,4829.918655,430.57125,253,6.01,324.145,0,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.91173749451804,29.982473290872584],[-90.91463931563861,29.982115104205523],[-90.91731009310911,29.9810690632584],[-90.91953719267688,29.97941845276738],[-90.92114332777268,29.97729468747978],[-90.92200067446376,29.974866843376155],[-90.92204103860925,29.97232819164985],[-90.92126126829889,29.969880809702733],[-90.91972348568521,29.967719495561305],[-90.91755012570339,29.966016266192792],[-90.91491418169659,29.964906672331],[-90.91202543705839,29.964479016849932],[-90.90911377825292,29.96476733234188],[-90.90641091382213,29.9657486748626],[-90.90413194894492,29.967344948407742],[-90.90245827642705,29.969429115472263],[-90.90152314183197,29.97183530116598],[-90.90140103051712,29.97437198911397],[-90.90210172342707,29.976837261163116],[-90.90356949953181,29.9790348693749],[-90.90568755432406,29.98078986119198],[-90.9082872879403,29.98196251282171],[-90.91116172654712,29.982459459504717],[-90.91173749451804,29.982473290872584]]]}"
30,1.365596783,19.16050299,1.916050299,112.78,26.875,91.44,Barataria,0.48,Saline,1.534246575,560,20024.24579,0,66624.12127,0,40507.79336,5.59,122.705,0,2.022937282,29.32372524,29.32372524,-89.794969,-89.794969,7996.827529,49,462.5,0.0534,1200.213907,13.05,0.1305,13.05,CRMS0171,63.24,16.6,27089.5,5.55,0.98,9197.041436,793.8375,463,6.905,324.29,41219.79899,202904.4992,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.7949711278165,29.332724643034588],[-89.79785427153112,29.33236645719548],[-89.80050786021297,29.331320418473727],[-89.80272062914085,29.329669810910918],[-89.8043164327694,29.32754604834044],[-89.80516826876179,29.32511820589486],[-89.80520837999248,29.322579554250186],[-89.80443363271044,29.320132170782912],[-89.80290574754152,29.317970853994005],[-89.80074637069802,29.316267621676833],[-89.79812738266277,29.31515802548523],[-89.79525721835333,29.314730369020094],[-89.79236428710037,29.315018685180736],[-89.78967880865451,29.316000029814298],[-89.78741450565359,29.31759630625722],[-89.7857516042315,29.319680476100316],[-89.78482249188673,29.322086663586386],[-89.78470117303446,29.324623351781103],[-89.78539736357266,29.327088622454266],[-89.78685569911173,29.329286228096656],[-89.78896012562913,29.331041216952798],[-89.79154312815923,29.332213866154152],[-89.79439906579486,29.332710811699314],[-89.7949711278165,29.332724643034588]]]}"
31,4.820131453,22.04529856,2.204529856,111.55,25.5,94.48,Barataria,0.37,Saline,2.009589041,733.5,17874.74862,2503.677109,70670.37134,0,41464.40214,5.665,94.065,0,2.319719456,29.3140348,29.3140348,-89.73862976,-89.73862976,6664.481139,50,464,0.0643,1492.279327,18.295,0.18295,18.295,CRMS0172,68.255,14.4,23925,4.675,0.84,8156.760467,727.58,465,6.775,324.29,152576.4066,141235.0433,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.7386308430989,29.32303272536298],[-89.7415137128336,29.32267453953613],[-89.74416704937218,29.32162850084736],[-89.74637960808327,29.31997789332795],[-89.74797526015925,29.317854130797738],[-89.7488270153153,29.315426288376727],[-89.74886712283634,29.31288763673326],[-89.74809244923765,29.310440253243467],[-89.74656470925487,29.30827893641532],[-89.74440553753054,29.30657570405445],[-89.74178679822289,29.305466107828316],[-89.73891690646866,29.305038451348604],[-89.73602424993057,29.305326767519155],[-89.73333902652014,29.306308112184027],[-89.73107493859477,29.307904388669893],[-89.72941219517445,29.309988558554167],[-89.72848317117061,29.312394746066794],[-89.72836186394336,29.31493143426518],[-89.72905798843641,29.31739670491794],[-89.73051618549164,29.319594310522255],[-89.73262041209532,29.321349299334518],[-89.73520316919625,29.322521948499887],[-89.73805883544007,29.32301889402819],[-89.7386308430989,29.32303272536298]]]}"
33,0,71.51746448,7.151746448,99.97,3.875,79.2,Barataria,0.26,Saline,2.04109589,745,11777.93146,0,61838.81995,0,49174.06301,6.405,88.995,0,4.175101813,29.3973455,29.3973455,-89.76505469,-89.76505469,14095.59163,52,564,0.06675,4498.949138,24.195,0.24195,24.195,CRMS0174,74.68,13.5,22500,7.25,1.04,18594.54077,0,88,6.765,324.29,142638.6913,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.76505388316045,29.406346032322592],[-89.76793911246985,29.405987846390197],[-89.77059462052084,29.404941807417735],[-89.77280898966455,29.403291199525025],[-89.7744059469443,29.40116743664842],[-89.77525839828091,29.39873959401605],[-89.77529853775064,29.396200942362174],[-89.7745232295755,29.393753559066173],[-89.77299423921797,29.39159224257553],[-89.77083330096262,29.389889010590558],[-89.76821241955858,29.388779414661435],[-89.76534018049902,29.38835175830717],[-89.76244515805645,29.388640074392477],[-89.759757738225,29.389621418788],[-89.75749179802197,29.39121769490445],[-89.75582769385623,29.393301864434513],[-89.75489790904145,29.395708051718646],[-89.75477650169726,29.398244739885577],[-89.75547319498581,29.400710010713762],[-89.75693258469427,29.402907616645628],[-89.75903853299842,29.40466260583535],[-89.76162340378862,29.40583525531029],[-89.7644814073175,29.40633220098365],[-89.76505388316045,29.406346032322592]]]}"
35,0,73.94045796,7.394045796,89,0,73.2,Barataria,0.235,Saline,0.708219178,258.5,13121.00685,160.7206942,58900.04365,160.7206694,49524.80813,5.605,90.035,0,3.77446706,29.409008,29.409008,-89.79647502,-89.79647502,12555.90311,54,494.5,0.0693,4820.104514,27.74,0.2774,27.74,CRMS0176,74.99,13.8,22845,7.5,1.33,17376.00762,0,494.5,6.125,324.29,28701.91433,3088.391535,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.79647339454631,29.418005789411442],[-89.79935895487488,29.417647603464264],[-89.80201476756226,29.41660156445205],[-89.80422939068733,29.414950956507052],[-89.80582653107108,29.41282719358194],[-89.8066790800733,29.410399350919953],[-89.80671922402509,29.407860699264624],[-89.80594382682675,29.405413315995762],[-89.8044146610571,29.4032519995524],[-89.80225347497922,29.40154876762009],[-89.79963229306544,29.40043917173257],[-89.79675972470783,29.400011515395875],[-89.79386437035798,29.40029983146924],[-89.79117664239571,29.401281175827034],[-89.78891044234095,29.40287745189174],[-89.78724614727943,29.404961621372177],[-89.7863162557323,29.40736780862431],[-89.78619483434302,29.409904496786826],[-89.78689160742661,29.412369767639582],[-89.78835116444965,29.414567373617324],[-89.79045735428713,29.41632236285993],[-89.79304252160183,29.417495012378236],[-89.79590085302293,29.417991958071912],[-89.79647339454631,29.418005789411442]]]}"
37,0,23.54659988,2.354659988,103.915,48.25,88.39,Barataria,0.34,Saline,2.863013699,1045,8271.839623,773.0451402,66289.74599,773.0451364,51378.56684,5.02,98.255,0,6.211262449,29.39618018,29.39618018,-89.69844374,-89.69844374,6280.184293,56,513,0.06585,1725.659665,21.555,0.21555,21.555,CRMS0179,69.57,13.2,22150,6.875,0.67,8005.843959,0,513,5.345,324.29,115409.3616,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.69844513298355,29.405181077759618],[-89.70133032923074,29.4048228918287],[-89.70398580685469,29.403776852860208],[-89.70620015063075,29.40212624497272],[-89.70779708962205,29.40000248210097],[-89.70864953120383,29.397574639471554],[-89.7086896702259,29.395035987817828],[-89.70791437094236,29.392588604519112],[-89.706385398105,29.390427288023748],[-89.70422448460218,29.388724056033514],[-89.70160363321303,29.387614460100238],[-89.69873142704375,29.38718680374421],[-89.69583643775208,29.387475119830718],[-89.69314904869674,29.38845646423],[-89.69088313444769,29.39005274035163],[-89.68921904934862,29.39213690988665],[-89.68828927519425,29.394543097173976],[-89.68816786925291,29.39707978534134],[-89.68886455457152,29.399545056167067],[-89.69032392756861,29.401742662094346],[-89.6924298517484,29.403497651278794],[-89.69501469292175,29.404670300749405],[-89.69787266370076,29.405167246420735],[-89.69844513298355,29.405181077759618]]]}"
38,7.815301471,33.13244048,3.313244048,107.595,34.25,91.44,Barataria,0.375,Saline,2.046575342,747,13134.13776,0,71397.92989,0,45357.73841,6.45,120.41,0,3.45342338,29.335461,29.335461,-89.696296,-89.696296,10175.17955,57,544,0.0656,2249.485631,18.105,0.18105,18.105,CRMS0181,68.615,14.3,23628,5.05,0.78,12424.66518,1093.77875,543.5,6.95,324.29,101196.4653,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.69629822102894,29.34446163094224],[-89.69918169671564,29.344103445088262],[-89.70183559091079,29.34305740632657],[-89.70404861455108,29.341406798711205],[-89.70564460181063,29.339283036091945],[-89.70649653574966,29.33685519361661],[-89.70653665147523,29.334316541970463],[-89.70576181491369,29.331869158530488],[-89.70423375382768,29.3297078417891],[-89.70207412844834,29.328004609524847],[-89.69945483903842,29.326895013375065],[-89.69658434448318,29.326467356927598],[-89.6936910803677,29.326755673076235],[-89.69100529290417,29.327737017671872],[-89.68874072930359,29.329333294062774],[-89.68707763643621,29.331417463856],[-89.68614841705181,29.333823651309896],[-89.68602708411392,29.33636033950019],[-89.68672335467674,29.338825610198054],[-89.68818185801193,29.341023215886562],[-89.6902865267579,29.34277820479586],[-89.69286982666607,29.34395085404079],[-89.6957260931378,29.344447799606392],[-89.69629822102894,29.34446163094224]]]}"
42,0.747084345,6.940379079,0.694037908,117.04,12.875,100.58,Barataria,0.195,Saline,2.063013699,753,12004.72228,194.042612,43785.23773,0,57200.17235,5.25,80.28,0,4.764805967,29.49964957,29.49964957,-89.91772015,-89.91772015,926.5197859,67,448,0.06225,426.8541345,31.54,0.3154,31.54,CRMS0224,79.455,11,18525,7.1,1.13,1353.37392,452.26125,448,6.07,324.29,20304.76142,0,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.91771845998508,29.508647023858845],[-89.92060660028206,29.50828883779662],[-89.92326478731006,29.50724279847517],[-89.92548138997002,29.505592190123256],[-89.92707995746976,29.503468426820554],[-89.92793326767978,29.501040583928166],[-89.92797344656546,29.498501932261476],[-89.92719735551933,29.49605454920387],[-89.92566682258484,29.493893233128414],[-89.92350370497402,29.492190001605856],[-89.92088018088191,29.491080406042098],[-89.91800504596925,29.490652749842152],[-89.91510710472794,29.490941065822593],[-89.91241697518845,29.49192240988678],[-89.91014874984484,29.4935186855488],[-89.90848296693864,29.495602854643113],[-89.90755224351827,29.49800904164617],[-89.90743071266176,29.500545729774405],[-89.9081281076698,29.503011000818372],[-89.9095889687457,29.505208607153175],[-89.91169704109804,29.506963596807235],[-89.91428451952936,29.508136246663],[-89.91714540654733,29.508633192514793],[-89.91771845998508,29.508647023858845]]]}"
44,1.395163349,10.38085205,1.038085205,113.39,24.25,97.53,Barataria,0.21,Saline,2.082191781,760,9905.938119,2770.817333,44559.10247,51.25257589,59012.18428,5.45,82.685,0,5.957253475,29.51232537,29.51232537,-89.88542942,-89.88542942,1595.090583,69,575.5,0.05705,584.888347,26.83,0.2683,26.83,CRMS0226,76.975,10.6,17925.5,6.6,1.085,2179.97893,785.32625,575,5.63,324.29,11708.23163,2341.487488,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.88542886863844,29.521323856159245],[-89.88831737070687,29.5209656700809],[-89.89097589067256,29.519919630716156],[-89.89319277090931,29.518269022307273],[-89.8947915385239,29.51614525895171],[-89.89564495547302,29.513717416027067],[-89.89568513925734,29.511178764358792],[-89.89490895091767,29.508731381330758],[-89.89337822627492,29.506570065306807],[-89.8912148378183,29.504866833841614],[-89.8885909852983,29.503757238323185],[-89.88571549049489,29.503329582142385],[-89.8828171865112,29.503617898109813],[-89.88012672021472,29.504599242132894],[-89.87785821087853,29.506195517738544],[-89.87619221934195,29.5082796867788],[-89.87526137927368,29.510685873746983],[-89.87513983306741,29.513222561870425],[-89.87583731528376,29.51568783294116],[-89.87729835921822,29.517885439325944],[-89.8794066955429,29.51964042903761],[-89.88199449804644,29.52081307894062],[-89.88485574341841,29.521310024814557],[-89.88542886863844,29.521323856159245]]]}"
45,2.670016672,14.14955682,1.414955682,96.32,27.9875,82.29,Barataria,0.32,Saline,2.421917808,884,16062.26697,902.1668175,39387.71188,229.3980803,55909.90326,4.3,89.015,0,3.480822685,29.49792721,29.49792721,-90.01255198,-90.01255198,3502.75109,70,538,0.06855,1025.107093,22.64,0.2264,22.64,CRMS0232,70.69,7.5,13071,6.925,0.98,4527.858183,805.27,538,4.585,324.29,26520.62162,7806.153442,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-90.01255448175287,29.50692709015961],[-90.01544257298426,29.50656890409957],[-90.01810071485727,29.505522864783988],[-90.02031727987061,29.503872256439806],[-90.02191582022958,29.501748493144273],[-90.02276911596302,29.499320650256262],[-90.02280929418434,29.496781998589796],[-90.02203321633372,29.49433461552817],[-90.02050270939984,29.492173299445728],[-90.01833962852275,29.490470067915393],[-90.01571614897397,29.489360472345478],[-90.01284106287181,29.488932816142945],[-90.0099431708278,29.48922113212514],[-90.00725308696128,29.490202476194906],[-90.00498490013445,29.49179875186457],[-90.00331914552393,29.49388292096622],[-90.00238843792407,29.496289107974015],[-90.00226690914937,29.498825796102896],[-90.0029642923297,29.50129106714323],[-90.00442512860522,29.50348867347125],[-90.00653316515607,29.5052436631175],[-90.00912059963478,29.50641631296686],[-90.01198143805067,29.50691325881565],[-90.01255448175287,29.50692709015961]]]}"
47,0.772879622,18.28765475,1.828765475,116.43,15.75,103.63,Barataria,0.21,Saline,1.402739726,512,15367.45016,863.8685747,44465.39951,663.2698913,54250.16276,5.575,78.75,0,3.530199364,29.47609842,29.47609842,-89.94685677,-89.94685677,2774.886437,72,373,0.0599,1065.52106,27.745,0.27745,27.745,CRMS0237,76.62,10.35,17540,6.3,0.945,3840.407497,747.945,375,6.46,324.29,11127.14093,3904.015564,Mineral_Fluvial_Marsh,"{""type"":""Polygon"",""coordinates"":[[[-89.94685741264578,29.485096171210582],[-89.94974488146413,29.48473798517827],[-89.95240245053145,29.483691945937217],[-89.95461853798533,29.4820413376911],[-89.95621673405489,29.47991757448657],[-89.95706984614813,29.477489731654078],[-89.95711001594161,29.474951079990355],[-89.95633410548056,29.472503696877823],[-89.9548039283729,29.470342380706704],[-89.95264131347494,29.468639149077617],[-89.95001839897283,29.46752955342968],[-89.94714393204792,29.467101897194183],[-89.94424666408725,29.46739021319878],[-89.94155715959732,29.468371557339303],[-89.93928946136808,29.469967833106022],[-89.93762406569759,29.472052002300725],[-89.93669355878569,29.47445818936854],[-89.9365720564197,29.47699487750569],[-89.93726928956171,29.47946014849994],[-89.93872981123661,29.481657754741903],[-89.94083739363387,29.483412744288998],[-89.9434242705596,29.48458539405702],[-89.94628449244205,29.485082339867702],[-89.94685741264578,29.485096171210582]]]}"
